context,question,answer
"标题：中信证券：淡季航司利润表现有望同比改善 继续推荐航空股布局机会
内容：【中信证券：淡季航司利润表现有望同比改善 继续推荐航空股布局机会】中信证券研报表示，油价每波动10%，2024年三大航航油成本减少45.5亿~55.0亿，或为2025年上市航司最大的业绩边际变量。从清明节出行数据来看，航班管家预计出行人次同比增幅或10.3%，国内线客座率创新高，同时国际线周转量维持高增长。",中信证券研报中提到的2024年三大航航油成本减少的范围是多少？,2024年三大航航油成本减少的范围是45.5亿~55.0亿。
"标题：多只科创综指联接基金已结束募集 引入更多增量资金
内容：【多只科创综指联接基金已结束募集 引入更多增量资金】记者多方了解到，目前多只科创综指ETF联接基金正在发行，近日已有8只产品结募，募集规模超140亿元，将为科创板市场引入更多增量资金。此外，还有6只科创综指ETF联接基金正在火热发行中，为投资者提供低门槛、低成本布局科创板的投资路径，满足投资者对“硬科技”企业的一站式配置需求。",目前已有多少只科创综指联接基金结束募集，募集规模达到多少？,目前已有8只科创综指联接基金结束募集，募集规模超140亿元。
"标题：科大讯飞打造中日英三语交互AI孙悟空 将亮相大阪世博会中国馆
内容：【科大讯飞打造中日英三语交互AI孙悟空 将亮相大阪世博会中国馆】记者获悉，2025年大阪世博会“AI大模型展项”将展出数字化孙悟空，该展项基于国产算力平台训练的讯飞星火大模型，融合强抗噪语音识别、多情感语音合成、多模态交互等前沿技术，支持中、日、英三种语言与“孙悟空”展开自由的交互问答，实现中国文化与AI技术深度融合。据悉，该展项将于2025年4月13日至10月13日在2025年大阪世博会中国馆展出。",科大讯飞打造的AI孙悟空支持哪三种语言交互？,中文、日语、英语。
"标题：南向资金净买额达100亿元
内容：南向资金净买额达100亿元。",南向资金的净买额是多少？,100亿元
"标题：多只此前大幅溢价LOF今日跌停 清明假期前曾被提示溢价风险
内容：【多只此前大幅溢价LOF今日跌停 清明假期前曾被提示溢价风险】今日，多只假期前溢价的LOF产品迎来跌停潮。截至财联社记者发稿前，广发恒生中型股 LOF、易方达港股小盘LOF、银河沪港深红利LOF、嘉实新经济港股通LOF触及跌停，原油LOF易方达跌超9%、汇添富黄金及贵金属(QDII-LOF-FOF）跌超6%。此前，上述LOF曾被市场资金炒作，在清明假期前或假期间提示溢价风险。",哪些LOF产品在清明假期后出现了跌停？,广发恒生中型股 LOF、易方达港股小盘LOF、银河沪港深红利LOF、嘉实新经济港股通LOF。
"标题：日经225指数午盘跌6.48%
内容：日经225指数午盘跌6.48%。",日经225指数午盘跌了多少百分比？,6.48%
"标题：美国前财长萨默斯痛批特朗普“对等关税”：有史以来最严重的自残
内容：【美国前财长萨默斯痛批特朗普“对等关税”：有史以来最严重的自残】当地时间4月6日，美国前财长劳伦斯萨默斯在受访时表示，特朗普的关税政策是有史以来给美国经济造成的最大自残伤口。",谁批评了特朗普的“对等关税”政策？,美国前财长劳伦斯·萨默斯。
"标题：强瑞技术等成立机器人技术新公司
内容：【强瑞技术等成立机器人技术新公司】企查查APP显示，近日，强瑞超能（深圳）机器人技术有限公司成立，法定代表人为肖湘江，注册资本500万元，经营范围包含：智能机器人的研发；服务消费机器人销售；人工智能公共数据平台；人工智能基础资源与技术平台等。企查查股权穿透显示，该公司由强瑞技术(301128)等共同持股。",强瑞超能（深圳）机器人技术有限公司的法定代表人是谁？,肖湘江
"标题：富时中国A50指数期货跌幅收窄至4% 此前一度跌超7%
内容：富时中国A50指数期货跌幅收窄至4%，此前一度跌超7%。",富时中国A50指数期货的跌幅从多少收窄至4%？,从超过7%收窄至4%。
"标题：关税“组合拳”下果链概念股影响最大 高伟电子跌超26%
内容：【关税“组合拳”下果链概念股影响最大 高伟电子跌超26%】受特朗普关税政策影响，港股苹果概念股今日延续调整。截至发稿，高伟电子(01415.HK)、富智康集团(02038.HK)、瑞声科技(02018.HK)、比亚迪电子(00285.HK)分别下跌26.43%、16.85%、15.60%、15.50%。",高伟电子的股票代码是多少？,01415.HK
"标题：中辰股份：公司算力业务暂无并购计划
内容：【中辰股份：公司算力业务暂无并购计划】中辰股份4月7日在互动平台表示，公司算力业务暂无并购计划。中辰智算的IDC资质已办理完毕，后续如有涉及重大进展或达到信息披露标准的具体进展，公司将严格按照监管要求及时履行披露义务。",中辰股份的算力业务目前是否有并购计划？,暂无并购计划。
"标题：汇丰调查：近一半机构投资者看好中国增长前景 中国股市成近期新兴市场投资者首选
内容：【汇丰调查：近一半机构投资者看好中国增长前景 中国股市成近期新兴市场投资者首选】记者从汇丰获悉，汇丰最新的“新兴市场投资意向调查”显示，中国新一轮促进经济增长的措施提振了投资者对新兴市场的整体信心，叠加中国科技板块投资吸引力提升等积极因素，受访的全球机构投资者尤其看好中国市场前景。",汇丰调查中显示有多少比例的机构投资者看好中国增长前景？,近一半。
"标题：三星电子考虑对DRAM内存和NAND闪存产品提价3%~5%
内容：【三星电子考虑对DRAM内存和NAND闪存产品提价3%~5%】三星电子正同全球主要客户就对DRAM内存和NAND闪存的产品价格上调3%~5%进行商讨，部分新合同的谈判已然启动。",三星电子计划将其内存产品价格提高多少百分比？,三星电子计划将DRAM内存和NAND闪存产品的价格提高3%~5%。
"标题：券商普遍向客户提示两融风险 加强稳定客户情绪
内容：【券商普遍向客户提示两融风险 加强稳定客户情绪】周一开盘后，市场对特朗普关税引发的全球贸易冲突的担忧加大，避险情绪提升。记者采访发现，券商正积极行动应对极端行情带来的影响。",为什么券商向客户提示两融风险？,因为市场对特朗普关税引发的全球贸易冲突的担忧加大，避险情绪提升，券商为应对极端行情带来的影响而积极行动。
"标题：“中国社会科学院公共政策研究中心”正式撤销
内容：【“中国社会科学院公共政策研究中心”正式撤销】4月6日，中国社会科学院经济研究所发布《关于撤销中国社会科学院公共政策研究中心的声明》，4月2日起，正式撤销“中国社会科学院公共政策研究中心”。",中国社会科学院公共政策研究中心是什么时候被撤销的？,中国社会科学院公共政策研究中心于4月2日正式被撤销。
"标题：天域生物等在海南新设算力科技公司
内容：【天域生物等在海南新设算力科技公司】企查查APP显示，近日，海南省天域亚赋算力科技有限公司成立，法定代表人为陈金兰，注册资本1000万元，经营范围包含：人工智能行业应用系统集成服务；人工智能公共数据平台；人工智能基础资源与技术平台等。企查查股权穿透显示，该公司由天域生物(603717)等共同持股。",天域生物在海南新设的公司叫什么名字？,海南省天域亚赋算力科技有限公司
"标题：蚂蚁集团、联想控股等入股旷视科技
内容：【蚂蚁集团、联想控股等入股旷视科技】天眼查App显示，近日，北京旷视科技有限公司发生工商变更，新增蚂蚁集团旗下上海云钊创业投资有限公司、联想控股旗下西藏星帆企业管理有限公司、重庆产业投资母基金合伙企业（有限合伙）等为股东，注册资本由约571.5万人民币增至约3394.2万人民币，同时，新增多位主要人员。",哪些公司入股了旷视科技？,蚂蚁集团、联想控股、重庆产业投资母基金合伙企业（有限合伙）。
"标题：涨幅超黄金 羽毛球的价格为何一涨再涨？
内容：【涨幅超黄金 羽毛球的价格为何一涨再涨？】近期，有羽毛球头部品牌再次宣布涨价，与一年前相比，它的鹅毛、鸭毛系列羽毛球产品几乎全线涨价，涨幅15%～50%。实际上，近两年，羽毛球已经经过了多轮涨价，市场上一部分高端羽毛球两年内价格已经实现了翻倍，现在，一些热销款羽毛球单只均价已经超过10元，对于每小时消耗3-4只球的业余爱好者来说，两个小时下来，单次运动成本仅仅是羽毛球一项就要花七八十块钱。羽毛球还会贵下去吗？",为什么羽毛球的价格一涨再涨？,因为近两年羽毛球经过了多轮涨价，部分高端羽毛球两年内价格翻倍，目前热销款单只均价超10元，主要原因包括原材料成本上升和市场需求变化等因素。
